ufid,size,X._treated,X._censored,X._effect_size,effect_size,link_type,snr,tx_importance,deg.y.,deg.z.,deg.c.,n_conf.y.,n_conf.yz.,n_conf.z.,n_conf.c.,n_conf.cy.,n_conf.cz.,n_conf.cyz.,dgp,instance,random_seed
4c25e466e83a42eb875a97b5e8e5be69,5000,63.571657217200006,0,0.0581124731886,7.734536961839999,poly,0.878504650042,NA,1,3,-1,55,18,27,0,0,0,0,48,5,625048
fd0c69b6f2054172811f35d7211de9b7,5000,68.63974462590001,0,1.45632943903,1.33675846927,poly,0.879413196295,0.22062394912900002,1,1,-1,58,35,7,0,0,0,0,49,2,499851
a021efd949e444fcad37e8a231af5646,10000,54.66089855479999,0,-0.176540569797,-0.433541790554,poly,0.850161396767,0.22010458223,1,2,-1,13,81,6,0,0,0,0,49,2,514072
745920136a6442f3972809ad6dcfc172,5000,51.166837747399995,0,0.165732751423,0.20271016735999997,poly,0.8462566798260001,0.22062394912900002,1,3,-1,58,35,7,0,0,0,0,49,8,605272
dff10a10a770494197d5cad7850bec44,5000,44.91022345,0,3.2606973518599998,0.5823561597169999,exp,0.851472135504,NA,62,95,-1,5,56,39,0,0,0,0,50,1,144146
8d94bf0f6fc644d39ac36b9ca8624488,5000,48.8779260149,0,-4.91932445493,-0.0263433601351,exp,0.833164748908,NA,62,95,-1,5,56,39,0,0,0,0,50,6,167740
cce5540803234649bf0c47b3b26527e7,10000,52.0693777253,0,-14.094025399300001,0.025317535868700003,log,0.8274178172490001,NA,42,81,-1,19,22,59,0,0,0,0,50,7,927546
d60da64c0a1f40acaf11fd2d05cf78ff,5000,66.06945217970001,0,3.6351816611300003,0.8787126945110001,exp,0.832537471399,0.2316161559,76,100,-1,0,75,25,0,0,0,0,51,4,871214
828b1525efcb44e981c1d2d6b01cfbec,5000,58.4486734555,0,-111.17760573700001,-0.0448122341357,log,0.846600442984,0.2316161559,76,100,-1,0,75,25,0,0,0,0,51,5,863802
2389efe022164035921b45ea291f4055,5000,64.53901817239999,0,-1.62259976815,-0.0165750106969,exp,0.8475987524009999,0.2316161559,76,100,-1,0,75,25,0,0,0,0,51,8,659498
38b93ae68070418fa9f3945c9840c002,5000,54.811829323599994,0,0.11435846711799999,5.5737022735,poly,0.981594265056,NA,1,1,-1,21,5,74,0,0,0,0,52,6,866554
579462947d9a442c8546880192a51e6c,10000,61.1379511171,0,-2.09032545021,-6.500160491030001,poly,0.92240491839,NA,1,2,-1,0,27,73,0,0,0,0,52,4,107646
205f1b2c64ef4cf495bda5c06ad0e90b,10000,36.5302687444,0,0.177585582376,-4.867500228969999,poly,0.948307547848,NA,2,3,-1,0,27,73,0,0,0,0,52,9,940070
7dd5a21366b34a42a81b551be78012f9,10000,65.94629059569999,0,0.107139359144,0.125867423695,poly,0.973697384561,0.217147240952,1,1,-1,78,22,0,0,0,0,0,53,7,666483
5aae0fead9834606af27e292a30ac218,10000,50.7450954745,0,-28.582810594,0.47788947512900004,poly,0.9506934285259999,0.217147240952,3,2,-1,78,22,0,0,0,0,0,53,6,955568
5ef1112037684fc0902bf9d721bc72b6,5000,51.638376440100004,0,-0.696168594225,-0.293423587735,poly,0.9487806349719999,0.239556115747,1,2,-1,54,11,35,0,0,0,0,53,2,857653
d9e2c704345b40e990315d4f8f077b5e,5000,55.848760904799995,0,-0.241552770836,-0.00573676044203,log,0.9590099000669999,NA,40,62,-1,38,1,61,0,0,0,0,54,5,251400
8e1645196d184604a68d827b6560279e,10000,49.0644456285,0,15.9174028043,13.206263838,exp,1,NA,54,82,-1,18,35,47,0,0,0,0,54,7,496614
2177de4c71644bdd9a51d37e27810f95,5000,58.3737587874,0,31.9625155412,-0.165934143845,log,0.9551972974200001,NA,40,62,-1,38,1,61,0,0,0,0,54,4,129262
3779a0a83d654c0886753cbb4c8cc436,10000,51.8962986867,0,6.18934835306,-0.08907726506960001,log,0.980630278484,0.261189256564,47,62,-1,38,8,54,0,0,0,0,55,6,265627
29a268ccc2dd4036b399cdd98ef0f21b,10000,67.0736401826,0,-0.320783491091,-0.006276585666939999,log,0.946331429666,0.261189256564,47,62,-1,38,8,54,0,0,0,0,55,1,666230
c6600706af8a4ac784d109f09c22b465,5000,45.534374622200005,0,-45.6896919077,1.1100447359399999,log,0.938374775016,0.271085030682,41,94,-1,6,34,60,0,0,0,0,55,3,728320
8f0f42364a5f46b69e84f2aaf7dc6498,10000,37.115450353599996,0,-0.147053368243,-1.26716257107,poly,0.837880860792,NA,2,2,-1,43,8,49,0,0,0,0,56,4,309941
75f102b59b3a4ba2a5ba37961088ca92,5000,6.954024010639999,0,-3.4235812536299997,1.29268355867,poly,0.8539371471930001,NA,1,3,-1,8,10,82,0,0,0,0,56,2,335204
63f50e1c470d4c55b8a99cd39d64652c,10000,24.4932926076,0,-0.336222329512,-3.5656762617,poly,0.873299984512,NA,1,1,-1,43,8,49,0,0,0,0,56,1,19301
b1912233b3214a0a9cdd24759a4ff680,10000,28.0003255777,0,-4.0459162049,1.54789820322,poly,0.8661320130600001,0.27905531327599997,2,1,-1,35,1,64,0,0,0,0,57,6,400252
1c66884ff233411f93b2c665658f3286,5000,24.513040294699998,0,0.347755651835,-0.6025023237789999,poly,0.855298357304,0.226926187917,1,1,-1,52,30,18,0,0,0,0,57,5,897696
e7739d6f6cdc4493a095b619a9ae415f,10000,36.7934115418,0,7.087245111950001,0.974960917236,poly,0.811891376171,0.27905531327599997,1,1,-1,35,1,64,0,0,0,0,57,9,306573
15167ac8f7024d48a77583888fac489d,5000,29.2746965231,0,0.436973024256,0.0113627905635,log,0.8490537354100001,NA,48,86,-1,14,33,53,0,0,0,0,58,4,731507
8ae42e6d44c747b0bdb33113c633174e,5000,22.4935372236,0,-9.12996280989,-0.0320035075377,exp,0.826503066165,NA,48,86,-1,14,33,53,0,0,0,0,58,1,124608
bdeb3a983e9244cd803a296cf0b3f2e2,10000,13.125190229100001,0,-2.4273264675,-0.019518933033599997,log,0.848780437614,NA,35,96,-1,4,30,66,0,0,0,0,58,4,968173
102a3372855b481daf58ee4f30798c78,5000,26.756487131799997,0,0.0883286778696,4.14901441648,exp,0.861897428779,0.22755980665699999,82,67,-1,33,48,19,0,0,0,0,59,4,966705
37efe733d9de421fbc8ed5fc49548696,10000,30.0187218551,0,5.373070472949999,0.598331162745,exp,0.85967524058,0.22953106112399999,79,64,-1,36,42,22,0,0,0,0,59,4,943236
3a25f9dc1e484d6eb460d0ef52535c1f,5000,26.2140591117,0,-4.35978997022,-0.025858702922900004,exp,0.8664039792460001,0.22755980665699999,82,67,-1,33,48,19,0,0,0,0,59,2,565692
2b963f2651b6434da4da52da4bd6fb83,5000,30.8446358555,0,3.72526720866,9.89946888146,poly,0.993121735397,NA,1,3,-1,22,33,45,0,0,0,0,60,6,202903
f5839147f4284d698add30219b7d7dd9,10000,27.718937901100002,0,0.09184616324660001,0.7783361643260001,poly,0.934205047278,NA,1,2,-1,75,22,3,0,0,0,0,60,7,472045
a6f29f8caddc49e19cbaffc797b19ced,10000,32.098187709499996,0,2.18220477926,-3.21563902107,poly,0.969120799472,NA,1,1,-1,75,22,3,0,0,0,0,60,0,83720
76c73e28d50442b587a6e3d99cef2223,5000,2.1737236679799996,0,0.0251831366326,1.6747394447400001,poly,0.9832474983480001,0.23459420572200002,2,2,-1,14,57,29,0,0,0,0,61,5,176692
68553eeb183449029727815685a64328,5000,28.021612126100003,0,0.059156417753099995,1.1006491784,poly,0.950025915376,0.23459420572200002,2,1,-1,14,57,29,0,0,0,0,61,9,856101
cb13078f54b441a09a23294a8cf3f20f,10000,39.835450196,0,-0.256318839897,0.243485211556,poly,0.988752802323,0.232338493574,1,2,-1,64,10,26,0,0,0,0,61,1,144517
1655c8e6e0594ec5a7cad780c3189ea1,5000,13.198638257699999,0,-0.428140916119,-0.011406429111899999,log,0.9769701012299999,NA,88,50,-1,50,37,13,0,0,0,0,62,2,11430
ae021576c9b248b5942fbc7c1a0539df,10000,32.8863643758,0,6.24882671531,25.981569103800002,exp,0.9407231558679999,NA,59,59,-1,41,17,42,0,0,0,0,62,6,726517
fd89a25bdb8543d48ae6770a37a92d62,5000,6.9085991273100005,0,10.5401360787,0.035288960194,exp,0.9304199202,NA,88,50,-1,50,37,13,0,0,0,0,62,6,497033
8a4af78a890941b6b1648c90449072b8,5000,3.88317316839,0,-6.25862828365,-0.058220487822799996,exp,1,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,5,272093
bf283c2e0ae34acc86d076409da57f2c,5000,19.876934178699997,0,-3.8750821784599996,0.155680931833,log,0.9434615751659999,0.22755980665699999,82,24,-1,76,5,19,0,0,0,0,63,2,962749
0e8e6d1a5d074eb4a7b566650598a981,10000,9.52363706885,0,-2.5713821451700003,-0.0236944742083,exp,0.950371413618,0.217147240952,101,71,-1,29,71,0,0,0,0,0,63,7,471444
